allocation	cells_per_role	pattern	mean_utility_improvement	improved_tasks	ties	worse_tasks
21	256	S	0.018517522036712145	50	0	5
21	256	M	0.018517522036712152	50	0	5
21	256	P	0.018483288015698658	50	0	5
21	256	O	0.01855175605772564	50	0	5
21	256	D	0.018517522036712152	50	0	5
21	512	S	0.018331170648323646	50	0	5
21	512	M	0.018331170648323642	50	0	5
21	512	P	0.018279794050739307	50	0	5
21	512	O	0.018382547245907987	50	0	5
21	512	D	0.01833117064832365	50	0	5
21	1024	S	0.01850871645802244	50	0	5
21	1024	M	0.01850871645802245	50	0	5
21	1024	P	0.01848441404820245	50	0	5
21	1024	O	0.018533018867842442	50	0	5
21	1024	D	0.01850871645802244	50	0	5
21	1080	S	0.018461076448376114	50	0	5
21	1080	M	0.018461076448376117	50	0	5
21	1080	P	0.018434883474454263	50	0	5
21	1080	O	0.01848726942229797	50	0	5
21	1080	D	0.01846107644837611	50	0	5
22	64	S	0.017182946219415417	50	0	5
22	64	M	0.017182946219415424	50	0	5
22	64	P	0.017096767757201797	50	0	5
22	64	O	0.017269124681629038	50	0	5
22	64	D	0.017182946219415417	50	0	5
22	128	S	0.01800595923525858	50	0	5
22	128	M	0.018005959235258582	50	0	5
22	128	P	0.017968668266361655	50	0	5
22	128	O	0.01804325020415551	50	0	5
22	128	D	0.018005959235258582	50	0	5
22	256	S	0.018011253667213914	50	0	5
22	256	M	0.01801125366721391	50	0	5
22	256	P	0.017963175204403128	50	0	5
22	256	O	0.01805933213002471	50	0	5
22	256	D	0.018011253667213917	50	0	5
22	512	S	0.0186947066187089	50	0	5
22	512	M	0.0186947066187089	50	0	5
22	512	P	0.018698291298026304	50	0	5
22	512	O	0.018691121939391497	50	0	5
22	512	D	0.018694706618708902	50	0	5
22	1024	S	0.018450783750476644	50	0	5
22	1024	M	0.018450783750476638	50	0	5
22	1024	P	0.01844411771678432	50	0	5
22	1024	O	0.01845744978416897	50	0	5
22	1024	D	0.018450783750476644	50	0	5
22	1080	S	0.018447636567376413	50	0	5
22	1080	M	0.018447636567376413	50	0	5
22	1080	P	0.01844361095691461	50	0	5
22	1080	O	0.018451662177838214	50	0	5
22	1080	D	0.018447636567376413	50	0	5
23	64	S	0.0189716287926778	50	0	5
23	64	M	0.0189716287926778	50	0	5
23	64	P	0.018477764973678982	50	0	5
23	64	O	0.01946549261167663	51	0	4
23	64	D	0.018971628792677803	50	0	5
23	128	S	0.019250171084735805	51	0	4
23	128	M	0.019250171084735805	51	0	4
23	128	P	0.019011815202004536	50	0	5
23	128	O	0.019488526967467088	52	0	3
23	128	D	0.019250171084735805	51	0	4
23	256	S	0.01916095134728856	50	0	5
23	256	M	0.01916095134728856	50	0	5
23	256	P	0.01902880411649049	50	0	5
23	256	O	0.019293098578086636	51	0	4
23	256	D	0.019160951347288558	50	0	5
23	512	S	0.019007695760459447	50	0	5
23	512	M	0.019007695760459447	50	0	5
23	512	P	0.01894209940241521	50	0	5
23	512	O	0.0190732921185037	50	0	5
23	512	D	0.019007695760459447	50	0	5
23	1024	S	0.0185264517083929	50	0	5
23	1024	M	0.0185264517083929	50	0	5
23	1024	P	0.01850226054799996	50	0	5
23	1024	O	0.018550642868785834	50	0	5
23	1024	D	0.0185264517083929	50	0	5
23	1080	S	0.018521987676904095	50	0	5
23	1080	M	0.018521987676904095	50	0	5
23	1080	P	0.018502201779206775	50	0	5
23	1080	O	0.018541773574601416	50	0	5
23	1080	D	0.018521987676904095	50	0	5
24	64	S	0.017703501703557712	50	0	5
24	64	M	0.017703501703557705	50	0	5
24	64	P	0.017647929367884577	50	0	5
24	64	O	0.017759074039230844	50	0	5
24	64	D	0.017703501703557712	50	0	5
24	128	S	0.018021275242376355	50	0	5
24	128	M	0.018021275242376355	50	0	5
24	128	P	0.017878199997127697	50	0	5
24	128	O	0.018164350487625002	50	0	5
24	128	D	0.018021275242376355	50	0	5
24	256	S	0.01860848147947286	50	0	5
24	256	M	0.01860848147947286	50	0	5
24	256	P	0.018565439010947336	50	0	5
24	256	O	0.018651523947998388	50	0	5
24	256	D	0.018608481479472857	50	0	5
24	512	S	0.01843846295878472	50	0	5
24	512	M	0.018438462958784717	50	0	5
24	512	P	0.0183924758701111	50	0	5
24	512	O	0.018484450047458346	50	0	5
24	512	D	0.01843846295878472	50	0	5
24	1024	S	0.0185321221041202	50	0	5
24	1024	M	0.018532122104120207	50	0	5
24	1024	P	0.018504348229695225	50	0	5
24	1024	O	0.018559895978545186	50	0	5
24	1024	D	0.0185321221041202	50	0	5
24	1080	S	0.018387207135226097	50	0	5
24	1080	M	0.018387207135226104	50	0	5
24	1080	P	0.018361315824701897	50	0	5
24	1080	O	0.01841309844575031	50	0	5
24	1080	D	0.018387207135226104	50	0	5
25	64	S	0.01918168164686945	50	0	5
25	64	M	0.019181681646869453	50	0	5
25	64	P	0.018775442381107878	50	0	5
25	64	O	0.01958792091263102	50	0	5
25	64	D	0.01918168164686945	50	0	5
25	128	S	0.01915509569453852	50	0	5
25	128	M	0.019155095694538517	50	0	5
25	128	P	0.018958092783165507	50	0	5
25	128	O	0.019352098605911524	50	0	5
25	128	D	0.019155095694538514	50	0	5
25	256	S	0.019009119718613833	50	0	5
25	256	M	0.019009119718613833	50	0	5
25	256	P	0.018965980980601274	50	0	5
25	256	O	0.019052258456626402	50	0	5
25	256	D	0.019009119718613837	50	0	5
25	512	S	0.01845575862443988	50	0	5
25	512	M	0.018455758624439888	50	0	5
25	512	P	0.01840480211189435	50	0	5
25	512	O	0.01850671513698542	50	0	5
25	512	D	0.01845575862443988	50	0	5
25	1024	S	0.01872093325312246	50	0	5
25	1024	M	0.01872093325312246	50	0	5
25	1024	P	0.01868757326012247	50	0	5
25	1024	O	0.01875429324612245	50	0	5
25	1024	D	0.01872093325312246	50	0	5
25	1080	S	0.018621570457773472	50	0	5
25	1080	M	0.018621570457773472	50	0	5
25	1080	P	0.01859188023304741	50	0	5
25	1080	O	0.018651260682499542	50	0	5
25	1080	D	0.01862157045777348	50	0	5
26	64	S	0.01959817407292906	52	0	3
26	64	M	0.019598174072929065	52	0	3
26	64	P	0.019444772302815123	51	0	4
26	64	O	0.019751575843043007	52	0	3
26	64	D	0.019598174072929065	52	0	3
26	128	S	0.019055286428452216	50	0	5
26	128	M	0.01905528642845222	50	0	5
26	128	P	0.019031292885975187	50	0	5
26	128	O	0.01907927997092925	50	0	5
26	128	D	0.019055286428452216	50	0	5
26	256	S	0.018550703990854636	50	0	5
26	256	M	0.018550703990854633	50	0	5
26	256	P	0.018499279655965397	50	0	5
26	256	O	0.018602128325743872	50	0	5
26	256	D	0.018550703990854643	50	0	5
26	512	S	0.01857864876655646	50	0	5
26	512	M	0.01857864876655646	50	0	5
26	512	P	0.01856689929318814	50	0	5
26	512	O	0.01859039823992479	50	0	5
26	512	D	0.018578648766556464	50	0	5
26	1024	S	0.01841144279561818	50	0	5
26	1024	M	0.01841144279561818	50	0	5
26	1024	P	0.018409572939178477	50	0	5
26	1024	O	0.01841331265205787	50	0	5
26	1024	D	0.01841144279561818	50	0	5
26	1080	S	0.018393191703197007	50	0	5
26	1080	M	0.018393191703197018	50	0	5
26	1080	P	0.018387942987947315	50	0	5
26	1080	O	0.018398440418446703	50	0	5
26	1080	D	0.018393191703197018	50	0	5
27	64	S	0.01836399858756415	51	0	4
27	64	M	0.018363998587564156	51	0	4
27	64	P	0.01790892797271796	50	0	5
27	64	O	0.01881906920241036	51	0	4
27	64	D	0.018363998587564156	51	0	4
27	128	S	0.018208846583754722	51	0	4
27	128	M	0.018208846583754722	51	0	4
27	128	P	0.01792710990814391	50	0	5
27	128	O	0.01849058325936553	51	0	4
27	128	D	0.018208846583754722	51	0	4
27	256	S	0.01815859707951288	50	0	5
27	256	M	0.018158597079512874	50	0	5
27	256	P	0.018071527430075052	50	0	5
27	256	O	0.01824566672895069	50	0	5
27	256	D	0.01815859707951287	50	0	5
27	512	S	0.01855842492283465	50	0	5
27	512	M	0.01855842492283465	50	0	5
27	512	P	0.01852722604859249	50	0	5
27	512	O	0.018589623797076814	50	0	5
27	512	D	0.018558424922834653	50	0	5
27	1024	S	0.01865825082033377	50	0	5
27	1024	M	0.01865825082033377	50	0	5
27	1024	P	0.018647823073648977	50	0	5
27	1024	O	0.018668678567018555	50	0	5
27	1024	D	0.018658250820333767	50	0	5
27	1080	S	0.018541287929359	50	0	5
27	1080	M	0.018541287929359	50	0	5
27	1080	P	0.01852762078811272	50	0	5
27	1080	O	0.018554955070605273	50	0	5
27	1080	D	0.018541287929358996	50	0	5
28	64	S	0.017941203057306274	50	0	5
28	64	M	0.01794120305730627	50	0	5
28	64	P	0.017795704783322625	50	0	5
28	64	O	0.018086701331289937	50	0	5
28	64	D	0.01794120305730628	50	0	5
28	128	S	0.018396053210003933	50	0	5
28	128	M	0.018396053210003933	50	0	5
28	128	P	0.018227594762553624	50	0	5
28	128	O	0.01856451165745424	50	0	5
28	128	D	0.01839605321000394	50	0	5
28	256	S	0.01924277773639822	50	0	5
28	256	M	0.01924277773639822	50	0	5
28	256	P	0.019166298486107704	50	0	5
28	256	O	0.019319256986688717	50	0	5
28	256	D	0.01924277773639822	50	0	5
28	512	S	0.01890642101672322	50	0	5
28	512	M	0.018906421016723213	50	0	5
28	512	P	0.018846753450000014	50	0	5
28	512	O	0.018966088583446415	50	0	5
28	512	D	0.018906421016723213	50	0	5
28	1024	S	0.018622787106495436	50	0	5
28	1024	M	0.018622787106495436	50	0	5
28	1024	P	0.018599366158659036	50	0	5
28	1024	O	0.018646208054331828	50	0	5
28	1024	D	0.018622787106495443	50	0	5
28	1080	S	0.01848533287871775	50	0	5
28	1080	M	0.01848533287871775	50	0	5
28	1080	P	0.018460284645741093	50	0	5
28	1080	O	0.01851038111169442	50	0	5
28	1080	D	0.018485332878717755	50	0	5
29	64	S	0.0172079813301454	50	0	5
29	64	M	0.017207981330145408	50	0	5
29	64	P	0.016769562783579106	49	0	6
29	64	O	0.017646399876711703	50	0	5
29	64	D	0.017207981330145408	50	0	5
29	128	S	0.018073671715741525	50	0	5
29	128	M	0.018073671715741525	50	0	5
29	128	P	0.01787909676174136	50	0	5
29	128	O	0.018268246669741695	50	0	5
29	128	D	0.01807367171574153	50	0	5
29	256	S	0.018492765302895734	50	0	5
29	256	M	0.018492765302895734	50	0	5
29	256	P	0.018390029028402005	50	0	5
29	256	O	0.01859550157738947	50	0	5
29	256	D	0.018492765302895734	50	0	5
29	512	S	0.018120558925846367	50	0	5
29	512	M	0.018120558925846367	50	0	5
29	512	P	0.018057065141346956	50	0	5
29	512	O	0.01818405271034579	50	0	5
29	512	D	0.01812055892584637	50	0	5
29	1024	S	0.018373044520690017	50	0	5
29	1024	M	0.018373044520690017	50	0	5
29	1024	P	0.018331902568379698	50	0	5
29	1024	O	0.018414186473000332	50	0	5
29	1024	D	0.018373044520690017	50	0	5
29	1080	S	0.01834652190935166	50	0	5
29	1080	M	0.01834652190935166	50	0	5
29	1080	P	0.018305064254719398	50	0	5
29	1080	O	0.018387979563983928	50	0	5
29	1080	D	0.018346521909351658	50	0	5
