role_a	role_b	depth	model	model_kind	metric	metric_direction	task_count	allocation_count	directed_contrasts_per_allocation	total_task_mean_contrasts	mean_abs_task_score_change	minimum_task_mean_change	maximum_task_mean_change	mean_abs_task_mean_change	gap_0_positive_count	gap_0_negative_count	gap_0_within_count	gap_0p005_positive_count	gap_0p005_negative_count	gap_0p005_within_count	gap_0p01_positive_count	gap_0p01_negative_count	gap_0p01_within_count	gap_0p02_positive_count	gap_0p02_negative_count	gap_0p02_within_count
Cpred	Cmodel	8	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.004420355227722481	-0.01819996940489431	0.01819996940489431	0.004420296119752177	1620	1620	0	528	528	2184	84	84	3072	0	0	3240
Cpred	Cmodel	8	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.00320283435758917	-0.01623307522632585	0.01623307522632585	0.003164663338870089	1620	1620	0	252	252	2736	30	30	3180	0	0	3240
Cpred	Cmodel	8	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.02843802670372035	-0.0875743019490494	0.0875743019490494	0.01764619629249505	1620	1620	0	992	992	1256	782	782	1676	638	638	1964
Cpred	Cmodel	8	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.01845284116890503	-0.01380471380471382	0.01380471380471381	0.002524836845824512	1540	1540	160	204	204	2832	12	12	3216	0	0	3240
Cpred	Cmodel	8	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	8	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.002158215031656289	-0.007956728565134791	0.007956728565134791	0.00215813030528178	1620	1620	0	78	78	3084	0	0	3240	0	0	3240
Cpred	Cmodel	16	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.001700350733671756	-0.007581469364985068	0.007581469364985068	0.001685003869042273	1620	1620	0	30	30	3180	0	0	3240	0	0	3240
Cpred	Cmodel	16	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.01819783329501073	-0.05649545007783096	0.05649545007783096	0.01114061037556141	1620	1620	0	932	932	1376	668	668	1904	314	314	2612
Cpred	Cmodel	16	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.01510246497901048	-0.01077441077441077	0.01077441077441077	0.002268778318161058	1556	1556	128	162	162	2916	2	2	3236	0	0	3240
Cpred	Cmodel	16	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	16	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.001117661515357666	-0.004313738697760527	0.004313738697760528	0.001117464404381607	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0009435537093963934	-0.003913255329045084	0.003913255329045082	0.0009386722911830732	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.01085729255573054	-0.03295984545743609	0.03295984545743609	0.005682603536069862	1620	1620	0	690	690	1860	298	298	2644	36	36	3168
Cpred	Cmodel	32	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.01194662676142956	-0.007744107744107746	0.007744107744107749	0.001799060564492675	1540	1540	160	60	60	3120	0	0	3240	0	0	3240
Cpred	Cmodel	32	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	32	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.0005269047161444597	-0.00210752792429896	0.00210752792429896	0.0005268919161810185	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0004629894766306796	-0.001985211725980671	0.001985211725980671	0.00046194847620998	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.005653004290893938	-0.01414030160366354	0.01414030160366354	0.002538077218154159	1620	1620	0	226	226	2788	18	18	3204	0	0	3240
Cpred	Cmodel	64	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.009397680508780421	-0.006060606060606061	0.006060606060606061	0.001434094026686625	1500	1500	240	10	10	3220	0	0	3240	0	0	3240
Cpred	Cmodel	64	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	64	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.0002619765273161836	-0.0009579837241838673	0.0009579837241838675	0.0002619726634217034	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0002342202842012214	-0.0008912727552660311	0.0008912727552660312	0.0002339269497745117	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.002993067853326696	-0.006237609434089908	0.006237609434089911	0.001203165383090119	1620	1620	0	10	10	3220	0	0	3240	0	0	3240
Cpred	Cmodel	128	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.007520472211822378	-0.004713804713804721	0.00471380471380472	0.001302739327430693	1490	1490	260	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	128	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	selected_CPA	state	standardized_MSE	lower	55	30	108	3240	0.0002510651554180645	-0.00089453856459235	0.0008945385645923499	0.000251055263048435	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	selected_CPA	state	raw_RMSE	lower	55	30	108	3240	0.0002247929435778605	-0.0008478610704354482	0.0008478610704354483	0.0002245207684273951	1620	1620	0	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	selected_CPA	state	perturbation_centred_Pearson	higher	55	30	108	3240	0.002842289443320969	-0.005261151697304131	0.005261151697304129	0.001131277216888252	1620	1620	0	4	4	3232	0	0	3240	0	0	3240
Cpred	Cmodel	135	selected_CPA	state	centroid_accuracy	higher	55	30	108	3240	0.007463108450754952	-0.00572390572390573	0.00572390572390573	0.001348464064513455	1466	1466	308	10	10	3220	0	0	3240	0	0	3240
Cpred	Cmodel	135	original_CPA_fixed	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	original_CPA_fixed	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	original_CPA_fixed	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	original_CPA_fixed	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	additive	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	additive	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	additive	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	additive	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	compositional_ridge	state	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	compositional_ridge	state	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	compositional_ridge	state	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	compositional_ridge	state	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	NC_native_effect	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	NC_native_effect	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	NC_native_effect	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	NC_native_effect	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	native_effect_ridge	native_effect	standardized_MSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	native_effect_ridge	native_effect	raw_RMSE	lower	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	native_effect_ridge	native_effect	perturbation_centred_Pearson	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
Cpred	Cmodel	135	native_effect_ridge	native_effect	centroid_accuracy	higher	55	30	108	3240	0	0	0	0	0	0	3240	0	0	3240	0	0	3240	0	0	3240
