depth	role	model	metric	gap	taskmean_values	positive	negative	within
64	Cmodel	additive	centroid_accuracy	0.0	1620	0	0	1620
64	Cmodel	additive	centroid_accuracy	0.005	1620	0	0	1620
64	Cmodel	additive	centroid_accuracy	0.01	1620	0	0	1620
64	Cmodel	additive	centroid_accuracy	0.02	1620	0	0	1620
64	Cmodel	compositional_ridge	standardized_MSE	0.0	1620	0	0	1620
64	Cmodel	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
64	Cmodel	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
64	Cmodel	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
64	Cmodel	compositional_ridge	raw_RMSE	0.0	1620	0	0	1620
64	Cmodel	compositional_ridge	raw_RMSE	0.005	1620	0	0	1620
64	Cmodel	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
64	Cmodel	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
64	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cmodel	compositional_ridge	centroid_accuracy	0.0	1620	0	0	1620
64	Cmodel	compositional_ridge	centroid_accuracy	0.005	1620	0	0	1620
64	Cmodel	compositional_ridge	centroid_accuracy	0.01	1620	0	0	1620
64	Cmodel	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
64	Cmodel	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
64	Cmodel	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
64	Cmodel	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
64	Cmodel	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
64	Cmodel	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
64	Cmodel	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
64	Cmodel	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
64	Cmodel	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
64	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cmodel	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
64	Cmodel	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
64	Cmodel	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
64	Cmodel	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
64	Cmodel	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
64	Cmodel	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
64	Cmodel	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
64	Cmodel	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
64	Cmodel	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
64	Cmodel	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
64	Cmodel	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
64	Cmodel	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
64	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
64	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
64	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
64	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
64	Cmodel	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
64	Cmodel	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
64	Cmodel	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
64	Cmodel	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
128	Cobs	selected_CPA	standardized_MSE	0.0	1620	810	810	0
128	Cobs	selected_CPA	standardized_MSE	0.005	1620	65	65	1490
128	Cobs	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
128	Cobs	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
128	Cobs	selected_CPA	raw_RMSE	0.0	1620	810	810	0
128	Cobs	selected_CPA	raw_RMSE	0.005	1620	32	32	1556
128	Cobs	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
128	Cobs	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
128	Cobs	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cobs	selected_CPA	perturbation_centred_Pearson	0.005	1620	573	573	474
128	Cobs	selected_CPA	perturbation_centred_Pearson	0.01	1620	362	362	896
128	Cobs	selected_CPA	perturbation_centred_Pearson	0.02	1620	111	111	1398
128	Cobs	selected_CPA	centroid_accuracy	0.0	1620	765	765	90
128	Cobs	selected_CPA	centroid_accuracy	0.005	1620	29	29	1562
128	Cobs	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
128	Cobs	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
128	Cobs	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
128	Cobs	original_CPA_fixed	standardized_MSE	0.005	1620	84	84	1452
128	Cobs	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
128	Cobs	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
128	Cobs	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
128	Cobs	original_CPA_fixed	raw_RMSE	0.005	1620	27	27	1566
128	Cobs	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
128	Cobs	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
128	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	438	438	744
128	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	177	177	1266
128	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	6	6	1608
128	Cobs	original_CPA_fixed	centroid_accuracy	0.0	1620	702	702	216
128	Cobs	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
128	Cobs	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
128	Cobs	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
128	Cobs	additive	standardized_MSE	0.0	1620	810	810	0
128	Cobs	additive	standardized_MSE	0.005	1620	0	0	1620
128	Cobs	additive	standardized_MSE	0.01	1620	0	0	1620
128	Cobs	additive	standardized_MSE	0.02	1620	0	0	1620
128	Cobs	additive	raw_RMSE	0.0	1620	810	810	0
128	Cobs	additive	raw_RMSE	0.005	1620	0	0	1620
128	Cobs	additive	raw_RMSE	0.01	1620	0	0	1620
128	Cobs	additive	raw_RMSE	0.02	1620	0	0	1620
128	Cobs	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cobs	additive	perturbation_centred_Pearson	0.005	1620	540	540	540
128	Cobs	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
128	Cobs	additive	perturbation_centred_Pearson	0.02	1620	3	3	1614
128	Cobs	additive	centroid_accuracy	0.0	1620	684	684	252
128	Cobs	additive	centroid_accuracy	0.005	1620	0	0	1620
128	Cobs	additive	centroid_accuracy	0.01	1620	0	0	1620
128	Cobs	additive	centroid_accuracy	0.02	1620	0	0	1620
128	Cobs	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
128	Cobs	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
128	Cobs	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
128	Cobs	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
128	Cobs	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
128	Cobs	compositional_ridge	raw_RMSE	0.005	1620	3	3	1614
128	Cobs	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
128	Cobs	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
128	Cobs	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cobs	compositional_ridge	perturbation_centred_Pearson	0.005	1620	597	597	426
128	Cobs	compositional_ridge	perturbation_centred_Pearson	0.01	1620	546	546	528
128	Cobs	compositional_ridge	perturbation_centred_Pearson	0.02	1620	540	540	540
128	Cobs	compositional_ridge	centroid_accuracy	0.0	1620	765	765	90
128	Cobs	compositional_ridge	centroid_accuracy	0.005	1620	204	204	1212
128	Cobs	compositional_ridge	centroid_accuracy	0.01	1620	15	15	1590
128	Cobs	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
128	Cobs	NC_native_effect	standardized_MSE	0.0	1620	810	810	0
128	Cobs	NC_native_effect	standardized_MSE	0.005	1620	63	63	1494
128	Cobs	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
128	Cobs	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
128	Cobs	NC_native_effect	raw_RMSE	0.0	1620	810	810	0
128	Cobs	NC_native_effect	raw_RMSE	0.005	1620	9	9	1602
128	Cobs	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
128	Cobs	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
128	Cobs	NC_native_effect	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cobs	NC_native_effect	perturbation_centred_Pearson	0.005	1620	72	72	1476
128	Cobs	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cobs	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cobs	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
128	Cobs	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
128	Cobs	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
128	Cobs	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
128	Cobs	native_effect_ridge	standardized_MSE	0.0	1620	810	810	0
128	Cobs	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
128	Cobs	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
128	Cobs	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
128	Cobs	native_effect_ridge	raw_RMSE	0.0	1620	810	810	0
128	Cobs	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
128	Cobs	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
128	Cobs	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
128	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cobs	native_effect_ridge	centroid_accuracy	0.0	1620	720	720	180
128	Cobs	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
128	Cobs	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
128	Cobs	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
128	Cpred	selected_CPA	standardized_MSE	0.0	1620	810	810	0
128	Cpred	selected_CPA	standardized_MSE	0.005	1620	66	66	1488
128	Cpred	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
128	Cpred	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
128	Cpred	selected_CPA	raw_RMSE	0.0	1620	810	810	0
128	Cpred	selected_CPA	raw_RMSE	0.005	1620	32	32	1556
128	Cpred	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
128	Cpred	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
128	Cpred	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cpred	selected_CPA	perturbation_centred_Pearson	0.005	1620	576	576	468
128	Cpred	selected_CPA	perturbation_centred_Pearson	0.01	1620	365	365	890
128	Cpred	selected_CPA	perturbation_centred_Pearson	0.02	1620	109	109	1402
128	Cpred	selected_CPA	centroid_accuracy	0.0	1620	774	774	72
128	Cpred	selected_CPA	centroid_accuracy	0.005	1620	31	31	1558
128	Cpred	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
128	Cpred	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
128	Cpred	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
128	Cpred	original_CPA_fixed	standardized_MSE	0.005	1620	87	87	1446
128	Cpred	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
128	Cpred	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
128	Cpred	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
128	Cpred	original_CPA_fixed	raw_RMSE	0.005	1620	27	27	1566
128	Cpred	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
128	Cpred	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
128	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	435	435	750
128	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	180	180	1260
128	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	6	6	1608
128	Cpred	original_CPA_fixed	centroid_accuracy	0.0	1620	723	723	174
128	Cpred	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
128	Cpred	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
128	Cpred	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
128	Cpred	additive	standardized_MSE	0.0	1620	810	810	0
128	Cpred	additive	standardized_MSE	0.005	1620	0	0	1620
128	Cpred	additive	standardized_MSE	0.01	1620	0	0	1620
128	Cpred	additive	standardized_MSE	0.02	1620	0	0	1620
128	Cpred	additive	raw_RMSE	0.0	1620	810	810	0
128	Cpred	additive	raw_RMSE	0.005	1620	0	0	1620
128	Cpred	additive	raw_RMSE	0.01	1620	0	0	1620
128	Cpred	additive	raw_RMSE	0.02	1620	0	0	1620
128	Cpred	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cpred	additive	perturbation_centred_Pearson	0.005	1620	540	540	540
128	Cpred	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
128	Cpred	additive	perturbation_centred_Pearson	0.02	1620	3	3	1614
128	Cpred	additive	centroid_accuracy	0.0	1620	663	663	294
128	Cpred	additive	centroid_accuracy	0.005	1620	0	0	1620
128	Cpred	additive	centroid_accuracy	0.01	1620	0	0	1620
128	Cpred	additive	centroid_accuracy	0.02	1620	0	0	1620
128	Cpred	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
128	Cpred	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
128	Cpred	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
128	Cpred	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
128	Cpred	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
128	Cpred	compositional_ridge	raw_RMSE	0.005	1620	3	3	1614
128	Cpred	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
128	Cpred	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
128	Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	1620	603	603	414
128	Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	1620	543	543	534
128	Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	1620	540	540	540
128	Cpred	compositional_ridge	centroid_accuracy	0.0	1620	783	783	54
128	Cpred	compositional_ridge	centroid_accuracy	0.005	1620	201	201	1218
128	Cpred	compositional_ridge	centroid_accuracy	0.01	1620	12	12	1596
128	Cpred	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
128	Cpred	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
128	Cpred	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
128	Cpred	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
128	Cpred	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
128	Cpred	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
128	Cpred	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
128	Cpred	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
128	Cpred	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
128	Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cpred	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
128	Cpred	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
128	Cpred	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
128	Cpred	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
128	Cpred	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
128	Cpred	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
128	Cpred	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
128	Cpred	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
128	Cpred	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
128	Cpred	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
128	Cpred	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
128	Cpred	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
128	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cpred	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
128	Cpred	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
128	Cpred	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
128	Cpred	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
128	Cmodel	selected_CPA	standardized_MSE	0.0	1620	810	810	0
128	Cmodel	selected_CPA	standardized_MSE	0.005	1620	18	18	1584
128	Cmodel	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
128	Cmodel	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
128	Cmodel	selected_CPA	raw_RMSE	0.0	1620	810	810	0
128	Cmodel	selected_CPA	raw_RMSE	0.005	1620	0	0	1620
128	Cmodel	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
128	Cmodel	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
128	Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
128	Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	1620	475	475	670
128	Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	1620	286	286	1048
128	Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	1620	51	51	1518
128	Cmodel	selected_CPA	centroid_accuracy	0.0	1620	764	764	92
128	Cmodel	selected_CPA	centroid_accuracy	0.005	1620	29	29	1562
128	Cmodel	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
128	Cmodel	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
128	Cmodel	original_CPA_fixed	standardized_MSE	0.0	1620	0	0	1620
128	Cmodel	original_CPA_fixed	standardized_MSE	0.005	1620	0	0	1620
128	Cmodel	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
128	Cmodel	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
128	Cmodel	original_CPA_fixed	raw_RMSE	0.0	1620	0	0	1620
128	Cmodel	original_CPA_fixed	raw_RMSE	0.005	1620	0	0	1620
128	Cmodel	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
128	Cmodel	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
128	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cmodel	original_CPA_fixed	centroid_accuracy	0.0	1620	0	0	1620
128	Cmodel	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
128	Cmodel	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
128	Cmodel	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
128	Cmodel	additive	standardized_MSE	0.0	1620	0	0	1620
128	Cmodel	additive	standardized_MSE	0.005	1620	0	0	1620
128	Cmodel	additive	standardized_MSE	0.01	1620	0	0	1620
128	Cmodel	additive	standardized_MSE	0.02	1620	0	0	1620
128	Cmodel	additive	raw_RMSE	0.0	1620	0	0	1620
128	Cmodel	additive	raw_RMSE	0.005	1620	0	0	1620
128	Cmodel	additive	raw_RMSE	0.01	1620	0	0	1620
128	Cmodel	additive	raw_RMSE	0.02	1620	0	0	1620
128	Cmodel	additive	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cmodel	additive	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cmodel	additive	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cmodel	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cmodel	additive	centroid_accuracy	0.0	1620	0	0	1620
128	Cmodel	additive	centroid_accuracy	0.005	1620	0	0	1620
128	Cmodel	additive	centroid_accuracy	0.01	1620	0	0	1620
128	Cmodel	additive	centroid_accuracy	0.02	1620	0	0	1620
128	Cmodel	compositional_ridge	standardized_MSE	0.0	1620	0	0	1620
128	Cmodel	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
128	Cmodel	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
128	Cmodel	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
128	Cmodel	compositional_ridge	raw_RMSE	0.0	1620	0	0	1620
128	Cmodel	compositional_ridge	raw_RMSE	0.005	1620	0	0	1620
128	Cmodel	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
128	Cmodel	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
128	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cmodel	compositional_ridge	centroid_accuracy	0.0	1620	0	0	1620
128	Cmodel	compositional_ridge	centroid_accuracy	0.005	1620	0	0	1620
128	Cmodel	compositional_ridge	centroid_accuracy	0.01	1620	0	0	1620
128	Cmodel	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
128	Cmodel	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
128	Cmodel	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
128	Cmodel	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
128	Cmodel	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
128	Cmodel	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
128	Cmodel	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
128	Cmodel	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
128	Cmodel	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
128	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cmodel	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
128	Cmodel	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
128	Cmodel	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
128	Cmodel	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
128	Cmodel	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
128	Cmodel	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
128	Cmodel	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
128	Cmodel	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
128	Cmodel	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
128	Cmodel	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
128	Cmodel	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
128	Cmodel	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
128	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
128	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
128	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
128	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
128	Cmodel	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
128	Cmodel	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
128	Cmodel	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
128	Cmodel	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
135	Cobs	selected_CPA	standardized_MSE	0.0	1620	810	810	0
135	Cobs	selected_CPA	standardized_MSE	0.005	1620	55	55	1510
135	Cobs	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
135	Cobs	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
135	Cobs	selected_CPA	raw_RMSE	0.0	1620	810	810	0
135	Cobs	selected_CPA	raw_RMSE	0.005	1620	25	25	1570
135	Cobs	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
135	Cobs	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
135	Cobs	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cobs	selected_CPA	perturbation_centred_Pearson	0.005	1620	560	560	500
135	Cobs	selected_CPA	perturbation_centred_Pearson	0.01	1620	350	350	920
135	Cobs	selected_CPA	perturbation_centred_Pearson	0.02	1620	87	87	1446
135	Cobs	selected_CPA	centroid_accuracy	0.0	1620	765	765	90
135	Cobs	selected_CPA	centroid_accuracy	0.005	1620	27	27	1566
135	Cobs	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
135	Cobs	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
135	Cobs	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
135	Cobs	original_CPA_fixed	standardized_MSE	0.005	1620	81	81	1458
135	Cobs	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
135	Cobs	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
135	Cobs	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
135	Cobs	original_CPA_fixed	raw_RMSE	0.005	1620	18	18	1584
135	Cobs	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
135	Cobs	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
