depth	role_pair	model	metric	edges_per_allocation	task_edge_values	all_task_mean_abs_change	all_task_max_abs_change	taskmean_min_change	taskmean_max_change	taskmean_mean_abs_change	taskmean_max_abs_change	taskmean_signed_mean_change
32	Cobs:Cpred	selected_CPA	standardized_MSE	108	178200	0.010312014083979129	0.018837745623828284	-0.018837745623828218	0.01883774562382822	0.010312014083979443	0.01883774562382822	-9.797975188387521e-20
32	Cobs:Cpred	selected_CPA	raw_RMSE	108	178200	0.008934206562683442	0.03178732092221313	-0.016558097011082407	0.016558097011082407	0.008934206562683617	0.016558097011082407	6.050115826709235e-20
32	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	108	178200	0.0836124861911521	0.38494990415434505	-0.07907380295926712	0.07907380295926711	0.031026754684484785	0.07907380295926712	1.0494006212699203e-19
32	Cobs:Cpred	selected_CPA	centroid_accuracy	108	178200	0.012962547283528665	0.12962962962962965	-0.009764309764309769	0.009764309764309765	0.0020418173504593304	0.009764309764309769	-3.4667699095524154e-20
32	Cobs:Cpred	original_CPA_fixed	standardized_MSE	108	178200	0.010312014083979143	0.01883774562382834	-0.01883774562382822	0.01883774562382822	0.010312014083979443	0.01883774562382822	-7.388637027308623e-20
32	Cobs:Cpred	original_CPA_fixed	raw_RMSE	108	178200	0.008216645510357305	0.032058743862646316	-0.014343069734853692	0.014343069734853692	0.008216645510357185	0.014343069734853692	3.051828337366605e-20
32	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	108	178200	0.08855183346445368	0.30558393830072506	-0.046000166579742305	0.04600016657974231	0.026848113976294906	0.04600016657974231	-4.1976024850796813e-19
32	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	108	178200	0.009557301409143841	0.09259259259259256	-0.004713804713804713	0.004713804713804713	0.001247038284075324	0.004713804713804713	-9.394745676706956e-20
32	Cobs:Cpred	additive	standardized_MSE	108	178200	0.010312014083979143	0.018837745623828235	-0.01883774562382822	0.01883774562382822	0.010312014083979443	0.01883774562382822	7.602800419404525e-20
32	Cobs:Cpred	additive	raw_RMSE	108	178200	0.014059566147090856	0.040619686921588925	-0.025021735865267833	0.025021735865267836	0.014059566147090629	0.025021735865267836	9.958597732459448e-20
32	Cobs:Cpred	additive	perturbation_centred_Pearson	108	178200	0.07210270976149258	0.28642750279791085	-0.11861476082838215	0.11861476082838215	0.07210270976149304	0.11861476082838215	6.08224033552362e-19
32	Cobs:Cpred	additive	centroid_accuracy	108	178200	0.002925551814440855	0.14814814814814825	-0.005387205387205387	0.005387205387205383	0.0008878912582616266	0.005387205387205387	-2.1871436417794003e-19
32	Cobs:Cpred	compositional_ridge	standardized_MSE	108	178200	0.01031201408397915	0.018837745623828242	-0.018837745623828218	0.01883774562382822	0.010312014083979441	0.01883774562382822	3.801400209702263e-20
32	Cobs:Cpred	compositional_ridge	raw_RMSE	108	178200	0.014863030337903286	0.042801839911579216	-0.02637673545792082	0.02637673545792082	0.014863030337902521	0.02637673545792082	3.1053691853905807e-20
32	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	108	178200	0.1463072176128798	0.44639902100410633	-0.23909602610002306	0.23909602610002306	0.14630721761287493	0.23909602610002306	8.223874256482641e-19
32	Cobs:Cpred	compositional_ridge	centroid_accuracy	108	178200	0.010417757825157562	0.14814814814814814	-0.011447811447811467	0.011447811447811452	0.0022446689113356072	0.011447811447811467	-1.182466360124507e-18
32	Cobs:Cpred	NC_native_effect	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	NC_native_effect	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	NC_native_effect	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	native_effect_ridge	standardized_MSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	native_effect_ridge	raw_RMSE	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cpred	native_effect_ridge	centroid_accuracy	108	178200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	Cobs:Cmodel	selected_CPA	standardized_MSE	108	178200	0.0011176615153576628	0.00446262918293211	-0.004313738697760526	0.004313738697760526	0.0011174644043816088	0.004313738697760526	-1.0105835064525381e-20
32	Cobs:Cmodel	selected_CPA	raw_RMSE	108	178200	0.0009422752183132076	0.008199840308481768	-0.003913255329045084	0.003913255329045082	0.0009373436013763104	0.003913255329045084	5.3540848023975525e-21
32	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	108	178200	0.01082731090892971	0.10003227778983181	-0.03295984545743609	0.03295984545743609	0.005739847218551689	0.03295984545743609	2.5699607051508254e-20
