depth	role_pair	model	metric	gap	taskmean_values	positive	negative	within
64	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
64	Cobs:Cmodel	selected_CPA	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
64	Cobs:Cmodel	selected_CPA	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
64	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	232	232	2776
64	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	18	18	3204
64	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.0	3240	1508	1508	224
64	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.005	3240	14	14	3212
64	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cmodel	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cmodel	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cmodel	additive	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	additive	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	additive	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	additive	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	additive	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	additive	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	additive	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	additive	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cmodel	additive	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cmodel	additive	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cmodel	additive	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cmodel	additive	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cmodel	additive	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cmodel	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cmodel	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
64	Cobs:Cmodel	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
64	Cpred:Cmodel	selected_CPA	standardized_MSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
64	Cpred:Cmodel	selected_CPA	raw_RMSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
64	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	226	226	2788
64	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	18	18	3204
64	Cpred:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.0	3240	1500	1500	240
64	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.005	3240	10	10	3220
64	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
64	Cpred:Cmodel	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.0	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
64	Cpred:Cmodel	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
64	Cpred:Cmodel	additive	standardized_MSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	additive	standardized_MSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	additive	standardized_MSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	additive	standardized_MSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	additive	raw_RMSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	additive	raw_RMSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	additive	raw_RMSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	additive	raw_RMSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cpred:Cmodel	additive	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cpred:Cmodel	additive	centroid_accuracy	0.0	3240	0	0	3240
64	Cpred:Cmodel	additive	centroid_accuracy	0.005	3240	0	0	3240
64	Cpred:Cmodel	additive	centroid_accuracy	0.01	3240	0	0	3240
64	Cpred:Cmodel	additive	centroid_accuracy	0.02	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.0	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
64	Cpred:Cmodel	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
64	Cpred:Cmodel	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
64	Cpred:Cmodel	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	selected_CPA	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	selected_CPA	raw_RMSE	0.005	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
128	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.005	3240	1594	1594	52
128	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.01	3240	558	558	2124
128	Cobs:Cpred	selected_CPA	perturbation_centred_Pearson	0.02	3240	8	8	3224
128	Cobs:Cpred	selected_CPA	centroid_accuracy	0.0	3240	1494	1494	252
128	Cobs:Cpred	selected_CPA	centroid_accuracy	0.005	3240	8	8	3224
128	Cobs:Cpred	selected_CPA	centroid_accuracy	0.01	3240	0	0	3240
128	Cobs:Cpred	selected_CPA	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.005	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	3240	1620	1620	0
128	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	3240	1620	1620	0
128	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	3240	540	540	2160
128	Cobs:Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.0	3240	1464	1464	312
128	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.005	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.01	3240	0	0	3240
128	Cobs:Cpred	original_CPA_fixed	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cpred	additive	standardized_MSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	additive	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cpred	additive	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cpred	additive	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cpred	additive	raw_RMSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	additive	raw_RMSE	0.005	3240	540	540	2160
128	Cobs:Cpred	additive	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cpred	additive	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cpred	additive	perturbation_centred_Pearson	0.0	3240	1620	1620	0
128	Cobs:Cpred	additive	perturbation_centred_Pearson	0.005	3240	1620	1620	0
128	Cobs:Cpred	additive	perturbation_centred_Pearson	0.01	3240	1620	1620	0
128	Cobs:Cpred	additive	perturbation_centred_Pearson	0.02	3240	540	540	2160
128	Cobs:Cpred	additive	centroid_accuracy	0.0	3240	1386	1386	468
128	Cobs:Cpred	additive	centroid_accuracy	0.005	3240	0	0	3240
128	Cobs:Cpred	additive	centroid_accuracy	0.01	3240	0	0	3240
128	Cobs:Cpred	additive	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	standardized_MSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	compositional_ridge	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	raw_RMSE	0.0	3240	1620	1620	0
128	Cobs:Cpred	compositional_ridge	raw_RMSE	0.005	3240	540	540	2160
128	Cobs:Cpred	compositional_ridge	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	3240	1620	1620	0
128	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	3240	1620	1620	0
128	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	3240	1620	1620	0
128	Cobs:Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	3240	1620	1620	0
128	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.0	3240	1428	1428	384
128	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.005	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.01	3240	0	0	3240
128	Cobs:Cpred	compositional_ridge	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	standardized_MSE	0.0	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	raw_RMSE	0.0	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	raw_RMSE	0.005	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.0	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.005	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.01	3240	0	0	3240
128	Cobs:Cpred	NC_native_effect	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.0	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.0	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.005	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.0	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.005	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.01	3240	0	0	3240
128	Cobs:Cpred	native_effect_ridge	centroid_accuracy	0.02	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	standardized_MSE	0.0	3240	1620	1620	0
128	Cobs:Cmodel	selected_CPA	standardized_MSE	0.005	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	standardized_MSE	0.01	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	standardized_MSE	0.02	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	raw_RMSE	0.0	3240	1620	1620	0
128	Cobs:Cmodel	selected_CPA	raw_RMSE	0.005	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	raw_RMSE	0.01	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	raw_RMSE	0.02	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	3240	1620	1620	0
128	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	3240	10	10	3220
128	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	3240	0	0	3240
128	Cobs:Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	3240	0	0	3240
