dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	2	722	0.05136049927435951
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	3	722	0.051191182816106275
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	4	722	0.05133614463466791
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	5	722	0.053069869427526534
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	6	722	0.05216406277079545
parse	common48	CPA	raw_state	48	mean_of_squared_seed_displacements	7	722	0.04974121326159476
parse	common48	CPA	raw_state	48	17	0	722	0.053846677167116656
parse	common48	CPA	raw_state	48	17	1	722	0.048543134055915524
parse	common48	CPA	raw_state	48	17	2	722	0.05171237485670089
parse	common48	CPA	raw_state	48	17	3	722	0.05133365831456716
parse	common48	CPA	raw_state	48	17	4	722	0.05161540475613619
parse	common48	CPA	raw_state	48	17	5	722	0.05311605155402663
parse	common48	CPA	raw_state	48	17	6	722	0.052181370338408826
parse	common48	CPA	raw_state	48	17	7	722	0.049938520825344244
parse	common48	CPA	raw_state	48	29	0	722	0.05345220685292033
parse	common48	CPA	raw_state	48	29	1	722	0.04823153660789295
parse	common48	CPA	raw_state	48	29	2	722	0.05110612915372547
parse	common48	CPA	raw_state	48	29	3	722	0.05120970463705302
parse	common48	CPA	raw_state	48	29	4	722	0.05072414301938341
parse	common48	CPA	raw_state	48	29	5	722	0.052989083102882154
parse	common48	CPA	raw_state	48	29	6	722	0.05211819697202228
parse	common48	CPA	raw_state	48	29	7	722	0.049668176878281026
parse	common48	CPA	raw_state	48	43	0	722	0.05348795823353487
parse	common48	CPA	raw_state	48	43	1	722	0.048517889802170436
parse	common48	CPA	raw_state	48	43	2	722	0.051261062286468616
parse	common48	CPA	raw_state	48	43	3	722	0.05102972926995699
parse	common48	CPA	raw_state	48	43	4	722	0.051663435277418304
parse	common48	CPA	raw_state	48	43	5	722	0.05310438082107726
parse	common48	CPA	raw_state	48	43	6	722	0.052192590166208204
parse	common48	CPA	raw_state	48	43	7	722	0.04961634038873489
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	0	722	0.30745557677979
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	1	722	0.3233631175166675
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	2	722	0.3087851390905424
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	3	722	0.3082043401016021
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	4	722	0.3217331956984703
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	5	722	0.32009351582516204
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	6	722	0.31265505880429284
parse	common48	CPA	input_centered_effect	16	mean_of_squared_seed_displacements	7	722	0.3199409361352522
parse	common48	CPA	input_centered_effect	16	17	0	722	0.3076454817368301
parse	common48	CPA	input_centered_effect	16	17	1	722	0.32349434409624567
parse	common48	CPA	input_centered_effect	16	17	2	722	0.30897592401576635
parse	common48	CPA	input_centered_effect	16	17	3	722	0.30836527717146284
parse	common48	CPA	input_centered_effect	16	17	4	722	0.32194367275361013
parse	common48	CPA	input_centered_effect	16	17	5	722	0.3201571364488376
parse	common48	CPA	input_centered_effect	16	17	6	722	0.3127231140448316
parse	common48	CPA	input_centered_effect	16	17	7	722	0.3201053403773932
parse	common48	CPA	input_centered_effect	16	29	0	722	0.30739516987467486
parse	common48	CPA	input_centered_effect	16	29	1	722	0.3233095582154955
parse	common48	CPA	input_centered_effect	16	29	2	722	0.30870794011295205
parse	common48	CPA	input_centered_effect	16	29	3	722	0.30813663238032446
parse	common48	CPA	input_centered_effect	16	29	4	722	0.32165722859014556
parse	common48	CPA	input_centered_effect	16	29	5	722	0.32009178981892344
parse	common48	CPA	input_centered_effect	16	29	6	722	0.31261720604843274
parse	common48	CPA	input_centered_effect	16	29	7	722	0.319880045395298
parse	common48	CPA	input_centered_effect	16	43	0	722	0.3073259868341973
parse	common48	CPA	input_centered_effect	16	43	1	722	0.32328540983863663
parse	common48	CPA	input_centered_effect	16	43	2	722	0.30867146362972825
parse	common48	CPA	input_centered_effect	16	43	3	722	0.3081110471772656
parse	common48	CPA	input_centered_effect	16	43	4	722	0.3215985797740303
parse	common48	CPA	input_centered_effect	16	43	5	722	0.3200316088940886
parse	common48	CPA	input_centered_effect	16	43	6	722	0.3126248451616142
parse	common48	CPA	input_centered_effect	16	43	7	722	0.31983735783219536
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	0	722	0.25101157956140596
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	1	722	0.26406305626058657
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	2	722	0.2522157713888591
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	3	722	0.25157920654896343
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	4	722	0.2626420411254361
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	5	722	0.2614059138589136
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	6	722	0.25520987028229863
parse	common48	CPA	input_centered_effect	24	mean_of_squared_seed_displacements	7	722	0.2612442008458459
parse	common48	CPA	input_centered_effect	24	17	0	722	0.2511779171451223
parse	common48	CPA	input_centered_effect	24	17	1	722	0.2641659656370114
