task	model_a	model_b	allocation	S_margin	O_margin	O_fixed_input_margin	S_direction	O_direction	O_fixed_input_direction	strict_S_O_reversal	actual_vs_fixed_input_direction_changed
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	8	-0.03570482390156647	-0.036383932338751784	-0.036383932338751784	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	9	-0.03570482390156647	-0.03502571546438124	-0.03502571546438124	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	10	-0.03570482390156647	-0.03494728774510095	-0.03494728774510095	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	11	-0.03570482390156647	-0.03646236005803191	-0.03646236005803191	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	12	-0.03570482390156647	-0.03370626509832064	-0.03370626509832064	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	13	-0.03570482390156647	-0.03770338270481227	-0.03770338270481227	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	14	-0.03570482390156647	-0.03614127248873711	-0.03614127248873711	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	15	-0.03570482390156647	-0.03526837531439586	-0.03526837531439586	-1	-1	-1	False	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	-0.034206043523508076	0.09131699776944924	0.09835597448695299	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	-0.034206043523508076	0.09044469601267166	0.08927558683134282	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	-0.034206043523508076	0.09178530670634358	0.09182612951107147	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	-0.034206043523508076	0.09224506296831952	0.09997378812009944	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	-0.034206043523508076	0.09291947817110849	0.09610487759640154	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	-0.034206043523508076	0.08936273991918492	0.091322643009627	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	-0.034206043523508076	0.09339308345731834	0.09267367395419668	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	-0.034206043523508076	0.09174058394700371	0.09808678022757153	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	-0.034206043523508076	0.08464582944599791	0.09263247582931206	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	-0.034206043523508076	0.09740494201017627	0.09640149675989576	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	-0.034206043523508076	0.09692004945538435	0.09709641956822995	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	-0.034206043523508076	0.08583460557583786	0.08998039661299359	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	-0.034206043523508076	0.08723909619728112	0.09017585606010828	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	-0.034206043523508076	0.09010275497352602	0.09330422771866556	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	-0.034206043523508076	0.09428180261268715	0.09436228645717287	-1	1	1	True	False
U_Neur1	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	-0.034206043523508076	0.08496232752389926	0.09059150857486536	-1	1	1	True	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	0.0014987803780583953	0.12778635243866815	0.1348253291561719	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	0.0014987803780583953	0.12538498914658575	0.1242158799652569	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	0.0014987803780583953	0.129212389851287	0.1292532126560149	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	0.0014987803780583953	0.12622762762650913	0.13395635277828905	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	0.0014987803780583953	0.12676844116172833	0.1299538405870214	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	0.0014987803780583953	0.1269234247316981	0.12888332782214018	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	0.0014987803780583953	0.12969986450505996	0.1289804550019383	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	0.0014987803780583953	0.1268434507023951	0.13318964698296293	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	0.0014987803780583953	0.1210297617847497	0.12901640816806384	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	0.0014987803780583953	0.1324306574745575	0.131427212224277	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	0.0014987803780583953	0.1318673372004853	0.1320437073133309	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	0.0014987803780583953	0.12229696563386977	0.1264427566710255	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	0.0014987803780583953	0.12094536129560177	0.12388212115842892	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	0.0014987803780583953	0.1278061376783383	0.13100761042347783	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	0.0014987803780583953	0.13042307510142426	0.13050355894590998	1	1	1	False	False
U_Neur1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	0.0014987803780583953	0.12023070283829512	0.12585988388926123	1	1	1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	0	-0.03691347848512856	-0.03394851781423586	-0.03394851781423586	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	1	-0.03691347848512856	-0.03987843915602113	-0.03987843915602113	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	2	-0.03691347848512856	-0.036381295926294466	-0.036381295926294466	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	3	-0.03691347848512856	-0.037445661043962436	-0.037445661043962436	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	4	-0.03691347848512856	-0.03450781489101018	-0.03450781489101018	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	5	-0.03691347848512856	-0.03931914207924678	-0.03931914207924678	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	6	-0.03691347848512856	-0.03587844974872886	-0.03587844974872886	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	7	-0.03691347848512856	-0.037948507221528066	-0.037948507221528066	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	8	-0.03691347848512856	-0.038299590872554024	-0.038299590872554024	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	9	-0.03691347848512856	-0.03552736609770296	-0.03552736609770296	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	10	-0.03691347848512856	-0.03643992713636085	-0.03643992713636085	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	11	-0.03691347848512856	-0.037387029833896135	-0.037387029833896135	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	12	-0.03691347848512856	-0.03581357182728345	-0.03581357182728345	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	13	-0.03691347848512856	-0.038013385142973505	-0.038013385142973505	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	14	-0.03691347848512856	-0.036208616877219574	-0.036208616877219574	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	PCA64_ADDITIVE_RIDGE_DIRECT_V1	15	-0.03691347848512856	-0.037618340093037356	-0.037618340093037356	-1	-1	-1	False	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	-0.04834509344356097	0.06939702609044446	0.07932246741062576	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	-0.04834509344356097	0.0665589644849138	0.0746850322694464	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	-0.04834509344356097	0.06637403050981558	0.06983391053434285	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	-0.04834509344356097	0.06621100259643128	0.07313411713605691	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	-0.04834509344356097	0.07309964235045752	0.07889843011468706	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	-0.04834509344356097	0.05886085202885888	0.06328599979616037	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	-0.04834509344356097	0.07055538253943025	0.07750549822551783	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	-0.04834509344356097	0.06805702996005467	0.07623907749675232	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	-0.04834509344356097	0.07104862599063178	0.07849249065951777	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	-0.04834509344356097	0.06435809726799208	0.07131152839815219	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	-0.04834509344356097	0.07385356501228774	0.08360300064236792	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	-0.04834509344356097	0.0646605774603056	0.0736450110374976	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	-0.04834509344356097	0.0662839147038897	0.07292392575106535	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	-0.04834509344356097	0.06455162930227087	0.06916890271848544	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	-0.04834509344356097	0.07477140863580323	0.08210520158647713	-1	1	1	True	False
U_Neur3	NO_CHANGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	-0.04834509344356097	0.060174226456080504	0.06849748672360012	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	0	-0.01143161495843241	0.10334554390468031	0.11327098522486162	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	1	-0.01143161495843241	0.10643740364093493	0.11456347142546752	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	2	-0.01143161495843241	0.10275532643611004	0.10621520646063731	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	3	-0.01143161495843241	0.10365666364039372	0.11057977818001935	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	4	-0.01143161495843241	0.1076074572414677	0.11340624500569724	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	5	-0.01143161495843241	0.09817999410810566	0.10260514187540715	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	6	-0.01143161495843241	0.10643383228815911	0.1133839479742467	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	7	-0.01143161495843241	0.10600553718158273	0.11418758471828039	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	8	-0.01143161495843241	0.1093482168631858	0.1167920815320718	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	9	-0.01143161495843241	0.09988546336569504	0.10683889449585515	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	10	-0.01143161495843241	0.11029349214864859	0.12004292777872877	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	11	-0.01143161495843241	0.10204760729420173	0.11103204087139373	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	12	-0.01143161495843241	0.10209748653117315	0.1087374975783488	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	13	-0.01143161495843241	0.10256501444524438	0.10718228786145895	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	14	-0.01143161495843241	0.1109800255130228	0.11831381846369671	-1	1	1	True	False
U_Neur3	PCA64_ADDITIVE_RIDGE_DIRECT_V1	SCGEN_2_1_1_ABSOLUTE_V1	15	-0.01143161495843241	0.09779256654911786	0.10611582681663748	-1	1	1	True	False
