realization_id	root_task_index	root_id	root_index	task_id	task_index	construction	pca64_standardized_mse	scgen_standardized_mse	pca64_utility	scgen_utility	pca64_minus_scgen	expected_pca64_utility	expected_scgen_utility	maximum_method_absolute_error_vs_expected
q1	39	R48	7	T05	4	shared	0.20917084915855513	0.15326811965272599	-0.20917084915855513	-0.15326811965272599	-0.055902729505829141	-0.20917084915855513	-0.15326811965272599	0
q1	0	R41	0	T01	0	split	0.22305451194862175	0.35399472793006709	-0.22305451194862175	-0.35399472793006709	0.13094021598144534	-0.22305451194862175	-0.35399472793006709	0
q1	1	R41	0	T02	1	split	0.21800037375483727	0.33368282885345413	-0.21800037375483727	-0.33368282885345413	0.11568245509861685	-0.21800037375483727	-0.33368282885345413	0
q1	2	R41	0	T03	2	split	0.29137652274996728	0.4258950011309473	-0.29137652274996728	-0.4258950011309473	0.13451847838098002	-0.29137652274996728	-0.4258950011309473	0
q1	3	R41	0	T04	3	split	0.20252213510635017	0.31568563436864477	-0.20252213510635017	-0.31568563436864477	0.1131634992622946	-0.20252213510635017	-0.31568563436864477	0
q1	4	R41	0	T05	4	split	0.30720702431487718	0.43789232337965345	-0.30720702431487718	-0.43789232337965345	0.13068529906477627	-0.30720702431487718	-0.43789232337965345	0
q1	5	R42	1	T01	0	split	0.20060716559219122	0.28537511421822959	-0.20060716559219122	-0.28537511421822959	0.08476794862603837	-0.20060716559219122	-0.28537511421822959	0
q1	6	R42	1	T02	1	split	0.22450595556104522	0.31585696790261597	-0.22450595556104522	-0.31585696790261597	0.091351012341570753	-0.22450595556104522	-0.31585696790261597	0
q1	7	R42	1	T03	2	split	0.25093736024463265	0.38760237334533321	-0.25093736024463265	-0.38760237334533321	0.13666501310070056	-0.25093736024463265	-0.38760237334533321	0
q1	8	R42	1	T04	3	split	0.20412942643439014	0.30192384695257235	-0.20412942643439014	-0.30192384695257235	0.097794420518182212	-0.20412942643439014	-0.30192384695257235	0
q1	9	R42	1	T05	4	split	0.29905638444018312	0.43115879067334961	-0.29905638444018312	-0.43115879067334961	0.13210240623316649	-0.29905638444018312	-0.43115879067334961	0
q1	10	R43	2	T01	0	split	0.2071336350459162	0.29932332309502307	-0.2071336350459162	-0.29932332309502307	0.092189688049106877	-0.2071336350459162	-0.29932332309502307	0
q1	11	R43	2	T02	1	split	0.19703576586884877	0.29494483212830752	-0.19703576586884877	-0.29494483212830752	0.097909066259458749	-0.19703576586884877	-0.29494483212830752	0
q1	12	R43	2	T03	2	split	0.24414495235102773	0.35941872091636884	-0.24414495235102773	-0.35941872091636884	0.11527376856534111	-0.24414495235102773	-0.35941872091636884	0
q1	13	R43	2	T04	3	split	0.16654529388633615	0.28717913664948524	-0.16654529388633615	-0.28717913664948524	0.12063384276314909	-0.16654529388633615	-0.28717913664948524	0
q1	14	R43	2	T05	4	split	0.27766559295049958	0.41714464600770679	-0.27766559295049958	-0.41714464600770679	0.1394790530572072	-0.27766559295049958	-0.41714464600770679	0
q1	15	R44	3	T01	0	split	0.19955099387459657	0.30647002238397669	-0.19955099387459657	-0.30647002238397669	0.10691902850938012	-0.19955099387459657	-0.30647002238397669	0
q1	16	R44	3	T02	1	split	0.18632061290479035	0.2893254182352793	-0.18632061290479035	-0.2893254182352793	0.10300480533048895	-0.18632061290479035	-0.2893254182352793	0
q1	17	R44	3	T03	2	split	0.2468874815109407	0.35547320447117203	-0.2468874815109407	-0.35547320447117203	0.10858572296023133	-0.2468874815109407	-0.35547320447117203	0
q1	18	R44	3	T04	3	split	0.22312897085170214	0.31225684627878175	-0.22312897085170214	-0.31225684627878175	0.089127875427079617	-0.22312897085170214	-0.31225684627878175	0
q1	19	R44	3	T05	4	split	0.28140699934035024	0.39465230387040806	-0.28140699934035024	-0.39465230387040806	0.11324530453005782	-0.28140699934035024	-0.39465230387040806	0
q1	20	R45	4	T01	0	split	0.19705953292341544	0.29988707596631464	-0.19705953292341544	-0.29988707596631464	0.10282754304289921	-0.19705953292341544	-0.29988707596631464	0
q1	21	R45	4	T02	1	split	0.20904570733111597	0.30713626679831701	-0.20904570733111597	-0.30713626679831701	0.098090559467201049	-0.20904570733111597	-0.30713626679831701	0
q1	22	R45	4	T03	2	split	0.23540703000483548	0.35194864528479708	-0.23540703000483548	-0.35194864528479708	0.1165416152799616	-0.23540703000483548	-0.35194864528479708	0
q1	23	R45	4	T04	3	split	0.23910916609304925	0.39871359368988568	-0.23910916609304925	-0.39871359368988568	0.15960442759683643	-0.23910916609304925	-0.39871359368988568	0
q1	24	R45	4	T05	4	split	0.28825704194813506	0.42049382594378848	-0.28825704194813506	-0.42049382594378848	0.13223678399565342	-0.28825704194813506	-0.42049382594378848	0
q1	25	R46	5	T01	0	split	0.20610583079159622	0.31261584544020532	-0.20610583079159622	-0.31261584544020532	0.1065100146486091	-0.20610583079159622	-0.31261584544020532	0
q1	26	R46	5	T02	1	split	0.20566031016049938	0.30207034414566197	-0.20566031016049938	-0.30207034414566197	0.096410033985162596	-0.20566031016049938	-0.30207034414566197	0
q1	27	R46	5	T03	2	split	0.28012390566503376	0.42618714684586945	-0.28012390566503376	-0.42618714684586945	0.14606324118083569	-0.28012390566503376	-0.42618714684586945	0
q1	28	R46	5	T04	3	split	0.21166651567936587	0.31739396197263614	-0.21166651567936587	-0.31739396197263614	0.10572744629327027	-0.21166651567936587	-0.31739396197263614	0
