realization_id	root_id	root_index	construction	pca64_mean_standardized_mse	scgen_mean_standardized_mse	pca64_mean_utility	scgen_mean_utility	pca64_minus_scgen
q3	R43	2	rotation	0.22043031882524183	0.33580669102579963	-0.22043031882524183	-0.33580669102579963	0.1153763722005578
q3	R44	3	rotation	0.2279507362516652	0.34429771109046081	-0.2279507362516652	-0.34429771109046081	0.11634697483879561
q3	R45	4	rotation	0.22831354583291086	0.34625709496575463	-0.22831354583291086	-0.34625709496575463	0.11794354913284377
q3	R46	5	rotation	0.2389618684805494	0.36378477406515369	-0.2389618684805494	-0.36378477406515369	0.12482290558460429
q3	R47	6	rotation	0.28058487481755556	0.43876339539112308	-0.28058487481755556	-0.43876339539112308	0.15817852057356752
q3	R48	7	rotation	0.24453295507075867	0.36900751275865462	-0.24453295507075867	-0.36900751275865462	0.12447455768789595
q4	R41	0	shared	0.16945803099628259	0.13511855442050735	-0.16945803099628259	-0.13511855442050735	-0.034339476575775241
q4	R42	1	shared	0.15382503158746791	0.12180270964840345	-0.15382503158746791	-0.12180270964840345	-0.032022321939064458
q4	R43	2	shared	0.14774121462970718	0.11500255262760324	-0.14774121462970718	-0.11500255262760324	-0.032738662002103944
q4	R44	3	shared	0.15373979712138211	0.11791405975562164	-0.15373979712138211	-0.11791405975562164	-0.035825737365760474
q4	R45	4	shared	0.15403217075315662	0.11819938483768315	-0.15403217075315662	-0.11819938483768315	-0.035832785915473467
q4	R46	5	shared	0.1597461600883649	0.12605303448861788	-0.1597461600883649	-0.12605303448861788	-0.03369312559974702
q4	R47	6	shared	0.1946129169989875	0.17602547415031666	-0.1946129169989875	-0.17602547415031666	-0.018587442848670838
q4	R48	7	shared	0.16536433997359828	0.12663772944856494	-0.16536433997359828	-0.12663772944856494	-0.038726610525033345
q4	R41	0	split	0.24843211357493072	0.37449806676314096	-0.24843211357493072	-0.37449806676314096	0.12606595318821023
q4	R42	1	split	0.23584725845448845	0.35002284655822996	-0.23584725845448845	-0.35002284655822996	0.11417558810374151
