matching_id	graph_id	cardinality	model	utility_sum_numerator	utility_sum_denominator
M134	G12	12	CPA	103379522557772169	9007199254740992
M134	G12	12	scGen	54009485895741149	4503599627370496
M134	G12	12	CellOT	107008685223847701	9007199254740992
M135	G12	12	NC	27016990418348335	2251799813685248
M135	G12	12	CM	108068212195624205	9007199254740992
M135	G12	12	TW	6754265230726835	562949953421312
M135	G12	12	PCA	6754265230726835	562949953421312
M135	G12	12	RBF	6754268493945881	562949953421312
M135	G12	12	CPA	51679996309001607	4503599627370496
M135	G12	12	scGen	27004832133689187	2251799813685248
M135	G12	12	CellOT	53503296886723029	4503599627370496
M136	G12	12	NC	108068000248454391	9007199254740992
M136	G12	12	CM	27017017251190413	2251799813685248
M136	G12	12	TW	6754256361330863	562949953421312
M136	G12	12	PCA	6754256361330863	562949953421312
M136	G12	12	RBF	13508520270234295	1125899906842624
M136	G12	12	CPA	3230308163193411	281474976710656
M136	G12	12	scGen	27004481742808323	2251799813685248
M136	G12	12	CellOT	107002407460049577	9007199254740992
M137	G12	12	NC	54034017831770211	4503599627370496
M137	G12	12	CM	54034068014762777	4503599627370496
M137	G12	12	TW	108068168205223795	9007199254740992
M137	G12	12	PCA	108068168205223795	9007199254740992
M137	G12	12	RBF	27017056811818099	2251799813685248
M137	G12	12	CPA	103356561185673377	9007199254740992
M137	G12	12	scGen	108016812553719575	9007199254740992
M137	G12	12	CellOT	13375836462404413	1125899906842624
M138	G12	12	NC	108068050605041683	9007199254740992
M138	G12	12	CM	54034152320344081	4503599627370496
M138	G12	12	TW	108068336479384351	9007199254740992
M138	G12	12	PCA	108068336479384351	9007199254740992
M138	G12	12	RBF	108068388453213395	9007199254740992
M138	G12	12	CPA	51685066480941715	4503599627370496
M138	G12	12	scGen	27004379067080677	2251799813685248
M138	G12	12	CellOT	107007280563811469	9007199254740992
M139	G12	12	NC	27017031215236601	2251799813685248
M139	G12	12	CM	108067847984037605	9007199254740992
M139	G12	12	TW	108067883062049191	9007199254740992
M139	G12	12	PCA	108067883062049191	9007199254740992
M139	G12	12	RBF	13508494875668131	1125899906842624
M139	G12	12	CPA	25839757354827599	2251799813685248
M139	G12	12	scGen	108019454587695735	9007199254740992
M139	G12	12	CellOT	107003623780601553	9007199254740992
M140	G12	12	NC	108068138438685119	9007199254740992
M140	G12	12	CM	108068242060719161	9007199254740992
M140	G12	12	TW	108068271900731445	9007199254740992
M140	G12	12	PCA	108068271900731445	9007199254740992
M140	G12	12	RBF	108068331298547781	9007199254740992
M140	G12	12	CPA	12922521633490935	1125899906842624
M140	G12	12	scGen	54009846226238981	4503599627370496
M140	G12	12	CellOT	107001677588436489	9007199254740992
M141	G12	12	NC	108068160276032435	9007199254740992
M141	G12	12	CM	108067915008801507	9007199254740992
M141	G12	12	TW	54033974742989589	4503599627370496
M141	G12	12	PCA	54033974742989589	4503599627370496
M141	G12	12	RBF	27017006022685771	2251799813685248
M141	G12	12	CPA	103345729382794621	9007199254740992
M141	G12	12	scGen	54009170085091009	4503599627370496
M141	G12	12	CellOT	6687994251236705	562949953421312
M142	G12	12	NC	54034086926885575	4503599627370496
M142	G12	12	CM	108068309085483063	9007199254740992
M142	G12	12	TW	13508542290582679	1125899906842624
M142	G12	12	PCA	13508542290582679	1125899906842624
M142	G12	12	RBF	108068396383945817	9007199254740992
M142	G12	12	CPA	103366873031411705	9007199254740992
M142	G12	12	scGen	108018578034964245	9007199254740992
M142	G12	12	CellOT	13375745228452777	1125899906842624
M143	G12	12	NC	422141309443491	35184372088832
M143	G12	12	CM	108068083619964115	9007199254740992
M143	G12	12	TW	54034058880069867	4503599627370496
M143	G12	12	PCA	54034058880069867	4503599627370496
M143	G12	12	RBF	108068185296684083	9007199254740992
M143	G12	12	CPA	51679650579502337	4503599627370496
M143	G12	12	scGen	108019043884785151	9007199254740992
M143	G12	12	CellOT	107008496884363445	9007199254740992
M144	G12	12	NC	108068188795272411	9007199254740992
M144	G12	12	CM	108068477696645671	9007199254740992
M144	G12	12	TW	27017126649705497	2251799813685248
M144	G12	12	PCA	27017126649705497	2251799813685248
M144	G12	12	RBF	3377142424683963	281474976710656
M144	G12	12	CPA	51690222403810879	4503599627370496
M144	G12	12	scGen	54009640874783689	4503599627370496
M144	G12	12	CellOT	107006550692198381	9007199254740992
