condition	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	crossing_allocation_count	n_allocations	strict_crossing_after_allocation_mean
BAK1+KLF1	64	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.027918756344014199	0.027918756344014199	0	0	30	False
BAK1+KLF1	64	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.027918756344014199	0.027918756344014199	-3.23815048849004e-18	0	30	False
BAK1+KLF1	64	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.027918756344014199	0.024079760759611501	-0.0038389955844026998	0	30	False
BAK1+KLF1	64	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.027918756344014199	0.024079760759611501	-0.0038389955844026998	0	30	False
BAK1+KLF1	64	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.027918756344014199	0.024079760759611501	-0.0038389955844026998	0	30	False
BAK1+KLF1	128	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.0269163285887054	0.0269163285887054	0	0	30	False
BAK1+KLF1	128	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.0269163285887054	0.0269163285887054	-3.0068540250264657e-18	0	30	False
BAK1+KLF1	128	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.0269163285887054	0.024998930929512098	-0.0019173976591932999	0	30	False
BAK1+KLF1	128	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.0269163285887054	0.024998930929512098	-0.0019173976591932999	0	30	False
BAK1+KLF1	128	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.0269163285887054	0.024998930929512098	-0.0019173976591932999	0	30	False
BAK1+KLF1	135	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.0268915628100913	0.0268915628100913	0	0	30	False
BAK1+KLF1	135	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.0268915628100913	0.0268915628100913	-3.4694469519536142e-18	0	30	False
