cohort	assignment_index	prediction_index	label_id	inference_block	observation_block	evaluation	mse_S	mse_D	mse_D_minus_S	mae_S	mae_D	mae_D_minus_S	prediction_mae_difference	donor_count	task_count	D_lower_mse_donors	D_lower_mae_donors	D_lower_mse_tasks	D_lower_mae_tasks
primary39_two_types	34	8	200	3	3	shared_observation	0.015397653133638334	0.01873619049366407	0.003338537360025737	0.09336608526151187	0.10355452728123002	0.010188442019718146	0.058623370483091436	39	78	12	12	20	22
extension39_four_types	34	8	200	3	3	shared_observation	0.011200451386215827	0.014361756659393264	0.0031613052731774382	0.07854834890877291	0.09049128596894863	0.011942937060175733	0.05339247416253112	39	156	4	5	30	34
extension34_five_types	34	8	200	3	3	shared_observation	0.010832959419800375	0.014090532375778566	0.003257572955978189	0.07812573517209323	0.09006391553384063	0.011938180361747394	0.052702850855607136	34	170	3	3	29	34
primary39_two_types	35	8	200	3	all_excluding_input	deeper_observation	0.010088656716702333	0.005585107919929468	-0.004503548796772865	0.07542352339926896	0.051343213463995147	-0.02408030993527381	0.058623370483091436	39	78	37	38	72	72
extension39_four_types	35	8	200	3	all_excluding_input	deeper_observation	0.007808944787015555	0.003928062459802085	-0.0038808823272134703	0.06580952188603692	0.04098411743857908	-0.024825404447457827	0.05339247416253112	39	156	37	39	149	150
extension34_five_types	35	8	200	3	all_excluding_input	deeper_observation	0.007852518527212039	0.003927830651639885	-0.003924687875572154	0.06638151558039194	0.04209354779605966	-0.024287967784332287	0.052702850855607136	34	170	32	34	163	164
primary39_two_types	36	9	300	1	1	shared_observation	0.014202674138052375	0.018366107550720892	0.004163433412668523	0.08983906475438133	0.10373709543802935	0.013898030683648003	0.05981665682112939	39	78	7	4	15	16
extension39_four_types	36	9	300	1	1	shared_observation	0.010553804269500531	0.01435417683938878	0.0038003725698882514	0.07640759573080208	0.09106989812421881	0.014662302393416735	0.054031051353204546	39	156	4	2	20	21
extension34_five_types	36	9	300	1	1	shared_observation	0.00993526209683476	0.013745022283912757	0.0038097601870779995	0.07482230357326149	0.08929566647300972	0.014473362899748246	0.05351351482230872	34	170	3	2	21	21
primary39_two_types	37	9	300	1	2	independent_observation	0.02175269427599759	0.018736328682855238	-0.003016365593142353	0.11552458350806898	0.1057606572387459	-0.00976392626932308	0.05981665682112939	39	78	30	28	60	55
extension39_four_types	37	9	300	1	2	independent_observation	0.017466678260649786	0.014340051972148802	-0.003126626288500987	0.10245569925453801	0.09186150036222088	-0.010594198892317146	0.054031051353204546	39	156	34	36	127	119
extension34_five_types	37	9	300	1	2	independent_observation	0.017286849756055232	0.014006879838499468	-0.003279969917555763	0.10157444176304262	0.09024529192891867	-0.011329149834123971	0.05351351482230872	34	170	31	33	142	131
primary39_two_types	38	9	300	1	3	independent_observation	0.023134286549946946	0.019904939366747906	-0.0032293471831990354	0.11841898027611365	0.10832845313364384	-0.010090527142469823	0.05981665682112939	39	78	32	33	60	60
extension39_four_types	38	9	300	1	3	independent_observation	0.018327311770462977	0.015018066785241552	-0.003309244985221422	0.10438555433716934	0.09311863938519722	-0.011266914951972127	0.054031051353204546	39	156	35	36	132	128
extension34_five_types	38	9	300	1	3	independent_observation	0.017840248018714942	0.014451104167906554	-0.003389143850808387	0.10300085058260507	0.09167021109603647	-0.011330639486568586	0.05351351482230872	34	170	30	33	145	137
primary39_two_types	39	9	300	1	all_excluding_input	deeper_observation	0.009469202276755318	0.005643402739113374	-0.0038257995376419418	0.07308737648322715	0.05170468737643077	-0.021382689106796395	0.05981665682112939	39	78	33	35	69	67
extension39_four_types	39	9	300	1	all_excluding_input	deeper_observation	0.007554753916985848	0.0039622182056371575	-0.003592535711348691	0.06517301240247683	0.04118131490396636	-0.02399169749851048	0.054031051353204546	39	156	38	38	147	145
extension34_five_types	39	9	300	1	all_excluding_input	deeper_observation	0.007691034999993306	0.004008398518737846	-0.0036826364812554595	0.06588060446390634	0.04255573499621001	-0.02332486946769633	0.05351351482230872	34	170	33	34	160	160
primary39_two_types	40	10	300	2	1	independent_observation	0.02328610484395446	0.018366107550720892	-0.004919997293233568	0.11871334317262534	0.10373709543802935	-0.014976247734595997	0.062146508875622244	39	78	30	31	65	57
extension39_four_types	40	10	300	2	1	independent_observation	0.018595788271260044	0.01435417683938878	-0.00424161143187126	0.10542075048929052	0.09106989812421881	-0.014350852365071689	0.055497387851621706	39	156	37	39	138	127
extension34_five_types	40	10	300	2	1	independent_observation	0.018058882670694512	0.013745022283912757	-0.004313860386781757	0.1043113425843973	0.08929566647300972	-0.015015676111387554	0.0545508532192448	34	170	33	34	151	148
primary39_two_types	41	10	300	2	2	shared_observation	0.01662316588914235	0.018736328682855238	0.002113162793712891	0.09843233485159378	0.1057606572387459	0.00732832238715213	0.062146508875622244	39	78	13	11	16	21
extension39_four_types	41	10	300	2	2	shared_observation	0.011687978033810503	0.014340051972148802	0.0026520739383383003	0.0807111124960116	0.09186150036222088	0.011150387866209295	0.055497387851621706	39	156	8	6	20	27
extension34_five_types	41	10	300	2	2	shared_observation	0.011231936871218772	0.014006879838499468	0.002774942967280696	0.07893560210589644	0.09024529192891867	0.011309689823022214	0.0545508532192448	34	170	6	4	19	25
primary39_two_types	42	10	300	2	3	independent_observation	0.025146948325273817	0.019904939366747906	-0.005242008958525909	0.12379188817476752	0.10832845313364384	-0.015463435041123677	0.062146508875622244	39	78	33	32	63	61
