allocation	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	strict_crossing
0	64	additive	CPA_0.8.8	primary_state_pair	D	0.04825179252780831	0.048251792527808306	-6.938893903907228e-18	False
0	64	additive	zero_effect	zero_effect_diagnostic	S	0.0784169209437108	0.0784169209437108	0.0	False
0	64	additive	zero_effect	zero_effect_diagnostic	M	0.0784169209437108	0.07841692094371079	-1.3877787807814457e-17	False
0	64	additive	zero_effect	zero_effect_diagnostic	P	0.0784169209437108	0.07476993452002031	-0.0036469864236904903	False
0	64	additive	zero_effect	zero_effect_diagnostic	O	0.0784169209437108	0.07476993452002031	-0.0036469864236904903	False
0	64	additive	zero_effect	zero_effect_diagnostic	D	0.0784169209437108	0.07476993452002031	-0.0036469864236904903	False
0	64	compositional_ridge	CPA_0.8.8	primary_state_pair	S	0.049043028592733635	0.049043028592733635	0.0	False
0	64	compositional_ridge	CPA_0.8.8	primary_state_pair	M	0.049043028592733635	0.049043028592733635	0.0	False
0	64	compositional_ridge	CPA_0.8.8	primary_state_pair	P	0.049043028592733635	0.04931184809969756	0.0002688195069639257	False
0	64	compositional_ridge	CPA_0.8.8	primary_state_pair	O	0.049043028592733635	0.048774209085769724	-0.0002688195069639118	False
0	64	compositional_ridge	CPA_0.8.8	primary_state_pair	D	0.049043028592733635	0.04904302859273363	-6.938893903907228e-18	False
0	64	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.07920815700863612	0.07920815700863612	0.0	False
0	64	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.07920815700863612	0.07920815700863612	0.0	False
0	64	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.07920815700863612	0.07556117058494564	-0.0036469864236904764	False
0	64	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.07920815700863612	0.07556117058494564	-0.0036469864236904764	False
0	64	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.07920815700863612	0.07556117058494564	-0.0036469864236904764	False
0	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.030165128415902492	0.030165128415902492	0.0	False
0	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.030165128415902492	0.03016512841590248	-1.3877787807814457e-17	False
0	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.030165128415902492	0.026249322485248083	-0.003915805930654409	False
0	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.030165128415902492	0.02678696149917592	-0.0033781669167265715	False
0	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.030165128415902492	0.026518141992212016	-0.0036469864236904764	False
0	128	additive	compositional_ridge	primary_state_pair	S	-0.0007912360649253228	-0.0007912360649253228	0.0	False
0	128	additive	compositional_ridge	primary_state_pair	M	-0.0007912360649253228	-0.0007912360649253228	0.0	False
0	128	additive	compositional_ridge	primary_state_pair	P	-0.0007912360649253228	-0.0007912360649253158	6.938893903907228e-18	False
